CustomerID,Recency,Frequency,Monetary
13716.0,268,21,138.28
13717.0,31,102,1445.01
13718.0,245,12,306.55
13719.0,14,60,1041.68
13720.0,116,43,799.9
13721.0,35,28,524.14
13722.0,131,85,2375.41
13723.0,216,6,199.85000000000002
13725.0,49,104,1980.56
13726.0,38,42,1079.6599999999999
13727.0,28,20,333.48
13728.0,36,63,1016.14
13730.0,135,43,752.6
13731.0,218,38,610.59
13732.0,27,33,491.86
13735.0,24,196,2885.2400000000002
13736.0,4,186,730.03
13737.0,199,30,339.59999999999997
13739.0,17,3,216.9
13740.0,240,23,350.75
13741.0,71,34,668.4300000000001
13742.0,16,319,3130.18
13743.0,2,41,1341.6
13744.0,94,72,1156.36
13745.0,161,25,300.04
13747.0,373,1,79.6
13748.0,95,27,744.25
13750.0,53,21,752.3000000000001
13751.0,287,9,296.25
13752.0,123,76,1186.28
13753.0,287,35,741.26
13754.0,151,12,282.59999999999997
13755.0,3,329,2156.6
13756.0,1,140,4619.52
13758.0,11,116,3190.13
13759.0,32,25,659.4100000000001
13760.0,53,56,286.37
13761.0,49,70,1070.65
13762.0,218,7,306.72
13763.0,62,15,1714.96
13764.0,70,208,1521.76
13767.0,1,363,15389.960000000001
13769.0,1,135,2796.51
13771.0,63,119,2634.45
13772.0,33,174,1130.9
13774.0,81,22,345.0
13777.0,0,164,11232.01
13778.0,102,9,178.7
13780.0,6,57,360.01
13781.0,250,17,127.84
13782.0,12,115,912.0
13784.0,9,31,2462.79
13786.0,366,7,230.39999999999998
13787.0,75,31,309.04
13790.0,3,45,348.8
13791.0,127,10,1226.0
13792.0,65,13,195.55
13798.0,0,320,30242.23
13799.0,116,39,688.86
13800.0,309,33,558.32
13801.0,66,23,324.8
13802.0,138,57,3782.42
13803.0,254,17,277.07
13804.0,30,137,2635.79
13805.0,51,13,924.6
13806.0,63,10,256.38
13807.0,366,7,112.6
13808.0,5,76,1747.66
13809.0,304,12,155.05
13810.0,28,34,899.51
13811.0,183,12,591.75
13812.0,41,36,539.0
13813.0,39,69,1366.8600000000001
13814.0,91,57,1579.12
13815.0,21,176,4027.36
13816.0,23,28,571.6700000000001
13817.0,28,24,382.98
13819.0,301,36,1140.35
13821.0,144,59,385.64
13822.0,5,96,632.0
13823.0,18,40,957.66
13824.0,32,45,1491.44
13826.0,175,10,189.5
13827.0,57,86,409.32
13828.0,21,15,209.49
13831.0,15,73,1876.59
13832.0,18,3,52.199999999999996
13833.0,158,29,384.8
13835.0,24,55,834.57
13837.0,211,19,271.24
13838.0,5,170,690.05
13841.0,252,1,85.0
13842.0,58,206,3385.62
13844.0,10,20,361.62
13845.0,64,9,312.98
13846.0,24,55,865.0600000000001
13848.0,297,2,135.0
13849.0,51,101,1537.95
13850.0,128,93,1595.48
13851.0,95,80,1763.46
13853.0,56,23,1090.14
13854.0,8,104,6690.32
13856.0,168,14,388.5
13858.0,56,11,216.17
13859.0,325,28,201.16
13860.0,0,76,1245.9
13862.0,17,139,2209.36
13863.0,247,20,305.78
13865.0,57,30,501.56
13866.0,73,7,145.67000000000002
13867.0,30,61,1015.29
13868.0,38,32,507.54
13869.0,122,306,3104.53
13870.0,1,112,2155.44
13871.0,22,336,6403.25
13873.0,119,23,389.6
13874.0,357,18,540.45
13875.0,53,104,1786.79
13876.0,63,7,122.7
13877.0,85,3,117.24
13878.0,54,36,1281.53
13880.0,20,165,3219.77
13881.0,3,156,10823.02
13882.0,2,65,1191.13
13883.0,10,142,2674.48
13884.0,6,59,787.6
13885.0,188,28,506.8
13886.0,70,16,243.56
13887.0,203,19,349.55
13888.0,119,40,605.63
13889.0,92,15,416.90000000000003
13890.0,0,110,1883.8100000000002
13892.0,26,27,632.97
13893.0,297,20,515.1
13894.0,23,27,564.62
13895.0,27,118,2593.07
13897.0,49,17,311.16
13898.0,325,12,155.93
13899.0,15,19,388.52
13900.0,182,43,740.95
13901.0,71,149,2867.2
13904.0,36,26,332.64
13908.0,79,122,2369.55
13911.0,56,148,2580.91
13914.0,11,33,626.45
13917.0,49,18,272.04
13918.0,49,29,958.44
13919.0,58,28,384.81
13922.0,351,7,172.25
13923.0,53,20,351.13
13924.0,1,117,1838.8500000000001
13925.0,92,41,678.25
13926.0,22,11,223.85000000000002
13927.0,74,21,348.99
13928.0,10,27,464.57
13929.0,168,8,444.65
13930.0,57,17,337.34
13931.0,95,57,982.53
13932.0,294,16,307.4
13933.0,108,23,608.7900000000001
13934.0,263,31,922.1
13936.0,179,26,376.58
13937.0,168,9,158.85
13938.0,34,7,71.66
13939.0,22,45,568.55
13940.0,16,49,839.14
13941.0,21,37,2957.52
13946.0,78,11,561.5699999999999
13947.0,64,5,90.6
13948.0,360,3,102.0
13949.0,2,160,2427.32
13950.0,10,35,745.06
13951.0,175,39,674.45
13952.0,217,136,3251.07
13953.0,6,13,265.68
13954.0,1,25,439.92
13955.0,153,33,322.96
13956.0,4,152,1026.42
13959.0,78,90,597.42
13960.0,20,12,230.22
13962.0,21,11,169.55
13963.0,307,35,664.54
13967.0,145,2,80.7
13969.0,6,622,8638.33
13971.0,18,149,2758.26
13972.0,70,15,190.25
13973.0,286,11,264.7
13974.0,48,28,413.59000000000003
13975.0,30,338,2526.28
13976.0,206,10,357.98
13978.0,14,15,196.79000000000002
13979.0,72,54,869.87
13980.0,59,11,200.14
13982.0,38,111,1871.81
13983.0,29,104,1733.43
13984.0,26,15,488.03
13985.0,3,349,7060.13
13986.0,16,13,320.46
13988.0,19,234,4147.96
13989.0,65,41,1266.08
13990.0,212,16,311.3
13991.0,11,82,855.59
13992.0,29,5,76.8
13993.0,42,120,3262.36
13994.0,3,155,2313.14
13995.0,14,86,1393.69
13999.0,9,208,3901.81
14000.0,210,15,635.66
14001.0,45,39,2043.0800000000002
14002.0,133,47,529.73
14004.0,42,171,4582.64
14005.0,9,84,2874.72
14006.0,115,30,962.19
14009.0,197,42,695.61
14012.0,277,11,328.8
14013.0,109,34,473.02
14014.0,76,39,505.18
14015.0,52,20,917.34
14016.0,161,160,4133.71
14019.0,46,66,1421.61
14020.0,16,39,642.8
14021.0,154,22,631.9
14022.0,224,28,440.0
14023.0,6,31,584.07
14024.0,121,16,327.7
14027.0,60,6,104.82
14029.0,62,15,467.66
14030.0,17,242,2070.09
14031.0,6,240,12308.300000000001
14032.0,1,143,2975.59
14034.0,21,83,649.55
14035.0,28,66,1428.02
14036.0,284,38,626.65
14037.0,175,28,147.20000000000002
14038.0,77,92,1560.38
14039.0,32,6,152.2
14040.0,40,235,3614.92
14041.0,265,21,141.41
14044.0,26,208,652.43
14045.0,337,1,132.0
14046.0,283,14,154.99
14047.0,8,32,1308.6100000000001
14048.0,304,85,409.93
14049.0,16,485,5680.49
14050.0,31,54,746.36
14051.0,0,199,12917.59
14052.0,19,55,224.94
14053.0,123,4,260.25
14054.0,64,6,92.46
14055.0,105,9,310.64
14056.0,0,1099,8211.77
14057.0,23,283,5831.32
14059.0,266,8,183.6
14060.0,4,201,5888.42
14062.0,9,101,7188.85
14064.0,28,79,1042.7
14066.0,266,7,152.55
14067.0,63,52,374.7
14068.0,319,24,265.85
14071.0,3,304,1431.67
14073.0,31,13,151.04
14075.0,4,43,942.26
14076.0,128,43,121.42
14077.0,40,42,499.41999999999996
14078.0,101,65,1049.37
14079.0,124,12,375.1
14080.0,32,4,45.599999999999994
14081.0,301,153,934.52
14082.0,364,29,182.25
14083.0,3,181,1018.43
14085.0,1,449,4448.15
14087.0,2,65,192.87
14088.0,9,553,40514.79
14089.0,56,14,161.0
14090.0,324,1,76.32000000000001
14092.0,7,214,4076.91
14093.0,11,102,441.62
14096.0,3,5081,52249.84
14098.0,36,19,146.75
14099.0,15,250,3104.17
14100.0,137,26,194.9
14101.0,73,22,1846.03
14102.0,4,79,1360.28
14104.0,154,20,216.10999999999999
14105.0,238,74,1266.23
14107.0,51,123,2703.23
14108.0,30,34,597.91
14109.0,72,9,144.2
14110.0,36,152,4706.83
14111.0,13,10,692.85
14112.0,22,160,2915.15
14113.0,3,31,922.4200000000001
14114.0,273,15,386.53
14116.0,19,72,1382.74
14117.0,143,3,90.0
14121.0,3,159,2780.15
14124.0,83,5,419.58000000000004
14125.0,10,167,2740.43
14126.0,7,14,400.85
14127.0,122,44,709.71
14128.0,60,46,637.5
14129.0,1,52,1123.8600000000001
14130.0,318,67,483.86
14132.0,1,200,3586.0299999999997
14133.0,129,28,605.64
14135.0,1,133,4452.71
14138.0,1,47,982.3800000000001
14139.0,45,26,415.82
14140.0,3,66,935.05
14141.0,2,40,915.13
14142.0,372,22,311.81
14143.0,133,7,115.8
14146.0,8,210,4191.0
14147.0,77,4,279.4
14148.0,233,3,157.2
14149.0,220,28,446.62
14150.0,35,26,658.64
14152.0,74,49,621.29
14154.0,238,52,1345.62
14155.0,265,6,118.75
14156.0,9,1246,52851.02
14157.0,19,48,432.88
14158.0,39,41,507.66
14159.0,19,1178,4683.7699999999995
14161.0,215,108,1110.52
14162.0,173,25,289.36
14163.0,86,51,2148.91
14164.0,80,28,1273.77
14165.0,275,23,121.75999999999999
14167.0,38,52,574.84
14171.0,97,58,363.79
14173.0,10,29,450.84
14174.0,32,26,134.46
14175.0,59,149,3222.3
14176.0,296,31,576.9000000000001
14177.0,85,42,559.41
14178.0,8,304,1612.81
14179.0,40,165,719.78
14180.0,10,240,4748.52
14184.0,66,24,452.89
14185.0,330,3,197.65
14188.0,30,65,2054.36
14189.0,1,265,4654.08
14191.0,1,259,4684.76
14193.0,67,42,853.39
14194.0,4,579,11349.52
14195.0,201,5,375.20000000000005
14196.0,106,6,335.52
14198.0,17,39,701.4
14199.0,217,2,185.39999999999998
14201.0,59,37,747.44
14204.0,1,41,159.87
14205.0,16,24,466.7
14206.0,238,20,328.15999999999997
14208.0,94,10,151.74
14209.0,10,87,2073.43
14210.0,105,102,1905.8400000000001
14211.0,52,112,2241.1
14212.0,89,8,832.88
14214.0,30,67,1004.38
14215.0,11,108,1789.72
14216.0,2,59,1839.3
14217.0,1,100,2004.98
14218.0,42,12,169.48000000000002
14219.0,3,7,89.94
14220.0,246,21,632.4
14221.0,41,193,3432.8
14222.0,176,41,683.17
14223.0,91,60,991.13
14224.0,109,118,1050.12
14226.0,28,66,2000.19
14227.0,25,175,3350.96
14229.0,51,40,1547.2
14231.0,183,50,925.71
14232.0,42,115,2048.07
14233.0,48,34,1230.72
14234.0,21,151,772.91
14235.0,74,79,3144.86
14236.0,80,15,490.86
14237.0,372,9,161.0
14238.0,325,8,146.85
14239.0,42,112,2380.85
14240.0,29,42,890.34
14241.0,183,10,213.70000000000002
14242.0,234,16,280.55
14243.0,8,141,2588.77
14245.0,219,108,1693.45
14246.0,110,75,1474.06
14247.0,277,20,136.76999999999998
14248.0,317,7,98.58
14250.0,6,111,1904.05
14251.0,1,78,2879.7000000000003
14256.0,259,53,969.0600000000001
14257.0,63,105,2850.12
14258.0,8,101,9690.0
14259.0,141,5,120.0
14261.0,50,52,1163.45
14262.0,7,143,2618.23
14264.0,154,17,333.97
14265.0,108,31,530.18
14267.0,162,55,1516.24
14270.0,331,29,492.65000000000003
14271.0,225,10,112.32
14272.0,73,33,437.96
14273.0,50,29,559.97
14276.0,98,64,1119.74
14277.0,14,225,4216.2
14280.0,196,8,134.04
14282.0,2,156,3729.34
14284.0,30,32,595.25
14285.0,20,27,1910.01
14286.0,23,280,4628.75
14287.0,7,9,176.63
14288.0,212,16,426.6
14289.0,8,47,911.26
14290.0,10,101,2314.65
14291.0,1,237,3883.25
14292.0,7,92,2733.53
14293.0,2,61,1046.56
14295.0,39,5,166.20000000000002
14297.0,17,62,1305.33
14298.0,7,1632,49817.76
14299.0,7,141,3376.42
14300.0,18,3,43.2
14301.0,116,13,640.14
14304.0,222,17,383.45
14305.0,70,105,1858.96
14306.0,50,32,1841.32
14307.0,88,180,2995.72
14309.0,7,117,2352.53
14311.0,242,20,310.26
14312.0,46,87,1611.59
14314.0,106,8,120.0
14315.0,44,101,2481.13
14317.0,64,24,508.58000000000004
14320.0,206,31,477.79
14321.0,10,123,1530.75
14323.0,114,36,605.0600000000001
14326.0,241,8,183.85
14327.0,162,12,311.65
14329.0,16,259,5014.84
14331.0,123,28,462.65999999999997
14332.0,22,26,866.31
14333.0,67,15,415.2
14334.0,16,162,2552.21
14335.0,15,61,467.45
14336.0,16,90,1614.91
14338.0,160,31,588.22
14339.0,242,14,309.52
14340.0,218,6,134.7
14341.0,44,129,2182.28
14342.0,20,21,668.5600000000001
14344.0,126,69,889.1500000000001
14345.0,38,6,108.97999999999999
14346.0,120,60,1021.58
14348.0,259,18,409.57
14349.0,9,31,133.5
14350.0,273,18,282.93
14351.0,164,1,51.0
14352.0,156,47,1078.96
14353.0,214,6,90.6
14354.0,5,9,163.62
14355.0,365,11,174.4
14356.0,79,33,701.23
14357.0,42,41,225.77
14359.0,18,55,912.18
14360.0,31,118,2128.23
14362.0,21,41,161.2
14364.0,108,68,3509.85
14367.0,7,521,8842.51
14368.0,319,8,155.0
14371.0,294,4,100.5
14373.0,357,4,76.55
14375.0,184,67,255.32999999999998
14377.0,190,11,617.05
14379.0,43,46,348.1
14381.0,51,56,202.68
14382.0,25,125,623.71
14383.0,37,59,1247.69
14385.0,8,14,202.11
14386.0,296,7,142.4
14387.0,32,140,1770.56
14388.0,9,186,3212.84
14389.0,64,45,1043.46
14390.0,9,284,4652.01
14393.0,217,5,67.95
14395.0,1,348,3506.9300000000003
14396.0,64,73,487.99
14397.0,2,87,2612.96
14400.0,148,25,574.7
14401.0,3,182,4051.48
14403.0,140,18,1027.01
14404.0,33,101,1473.8899999999999
14406.0,118,8,156.75
14407.0,106,71,1742.73
14408.0,10,107,2606.53
14409.0,70,53,1703.0500000000002
14410.0,91,193,1105.07
14411.0,310,14,1063.0
14412.0,42,43,770.03
14413.0,361,23,122.7
14414.0,91,97,1496.98
14415.0,0,589,5899.86
14416.0,21,13,275.42
14418.0,3,124,1937.25
14419.0,10,203,1056.8
14420.0,98,29,387.52
14421.0,56,27,813.11
14422.0,0,222,4263.64
14423.0,217,3,265.2
14426.0,23,223,4229.67
14427.0,49,17,363.34000000000003
14428.0,6,144,1244.83
14431.0,302,17,470.36
14432.0,9,372,2251.9
14434.0,21,12,1372.8
14436.0,98,9,89.06
14437.0,365,5,63.0
14438.0,305,9,131.9
14439.0,319,32,2661.24
14440.0,7,55,2357.6800000000003
14441.0,0,51,1712.89
14442.0,204,63,1589.82
14443.0,53,93,1420.2
14446.0,0,279,1034.24
14447.0,18,70,1163.23
14448.0,8,19,137.75
14449.0,18,251,904.59
14450.0,180,39,482.87
14451.0,59,106,661.72
14452.0,10,62,264.44
14453.0,189,21,119.51
14456.0,4,904,3037.06
14457.0,310,4,113.64
14459.0,154,37,1837.92
14460.0,109,16,434.34
14461.0,147,177,2101.83
14462.0,65,239,2003.78
14463.0,97,6,529.62
14465.0,246,126,1056.94
14466.0,28,72,2272.4
14467.0,17,90,598.76
14470.0,11,43,461.19
14472.0,103,279,1936.0
14473.0,73,7,234.34000000000003
14474.0,45,29,547.66
14475.0,71,42,925.85
14476.0,256,19,215.7
14477.0,19,10,1309.6
14479.0,253,18,316.25
14480.0,10,13,279.05
14481.0,164,30,636.51
14482.0,17,136,2065.15
14483.0,281,9,137.1
14484.0,49,14,321.92
14485.0,38,47,165.75
14487.0,26,140,1194.6499999999999
14488.0,67,46,1064.28
14489.0,206,30,463.38
14491.0,174,17,340.93
14493.0,6,120,2383.2400000000002
14494.0,25,7,139.56
14495.0,50,6,123.8
14496.0,311,19,538.8100000000001
14497.0,308,29,475.37
14498.0,42,192,1956.9
14499.0,25,192,814.48
14500.0,87,7,356.85
14501.0,183,10,251.21
14502.0,19,595,2459.66
14503.0,2,164,3543.26
14504.0,46,105,672.42
14505.0,16,793,5903.12
14506.0,16,310,2010.03
14507.0,39,95,1145.58
14508.0,21,54,275.16
14511.0,10,68,1314.81
14512.0,187,23,275.28
14513.0,100,12,455.59000000000003
14514.0,60,73,1055.35
14515.0,17,101,2102.09
14517.0,32,18,330.45
14518.0,63,16,174.37
14520.0,1,4,270.6
14522.0,23,17,974.54
14523.0,107,12,241.09
14524.0,31,203,1867.68
14525.0,19,287,4086.14
14527.0,2,967,8506.87
14528.0,36,18,364.21999999999997
14529.0,59,210,613.77
14530.0,25,216,2925.91
14532.0,235,63,932.4300000000001
14533.0,24,62,1949.72
14534.0,2,513,4444.56
14535.0,59,328,2863.41
14536.0,259,19,171.8
14537.0,57,10,355.56
14538.0,64,19,388.25
14539.0,15,32,537.48
14540.0,9,75,995.87
14541.0,58,110,1461.44
14542.0,185,5,103.25
14543.0,28,68,2659.93
14544.0,23,114,2024.45
14546.0,4,399,2578.09
14547.0,3,366,4007.54
14548.0,150,2,163.2
14549.0,310,56,289.24
14550.0,10,48,765.62
14551.0,17,10,186.23
14552.0,151,58,165.07
14553.0,18,108,857.17
14554.0,9,211,2379.03
14555.0,56,21,324.14
14557.0,84,16,788.38
14560.0,6,74,2237.77
14561.0,75,69,1080.76
14562.0,3,421,5073.96
14565.0,95,127,3099.12
14567.0,56,33,1530.3600000000001
14569.0,0,12,227.39
14570.0,280,29,218.06
14572.0,2,270,2832.84
14573.0,179,233,1652.64
14576.0,371,1,35.400000000000006
14577.0,12,123,859.71
14578.0,2,24,168.63
14581.0,16,16,138.18
14582.0,40,6,114.11
14583.0,5,316,1047.4
14584.0,168,100,1042.26
14585.0,49,29,157.05
14586.0,276,19,237.36
14587.0,18,381,1600.43
14589.0,371,3,39.75
14591.0,14,195,1446.33
14592.0,34,153,565.96
14593.0,21,144,614.93
14594.0,6,53,379.83
14595.0,19,102,1740.6
14597.0,10,49,881.63
14598.0,43,50,221.97
14600.0,305,25,393.33000000000004
14601.0,10,7,213.96
14603.0,274,1,150.0
14606.0,0,2582,12110.12
14607.0,15,70,7962.3
14608.0,3,18,1377.15
14609.0,71,4,601.56
14616.0,242,2,168.48000000000002
14618.0,8,16,553.44
14619.0,245,20,394.44
14620.0,205,26,412.78000000000003
14621.0,0,92,1788.3600000000001
14622.0,184,21,320.58000000000004
14623.0,31,132,888.53
14624.0,56,13,225.85
14625.0,195,53,899.63
14626.0,23,122,2791.27
14628.0,90,24,671.96
14629.0,3,151,958.62
14631.0,50,41,1006.98
14632.0,262,8,114.56
14633.0,265,20,344.90000000000003
14636.0,35,28,609.85
14638.0,50,16,443.6
14639.0,51,172,2984.49
14640.0,23,106,2125.08
14641.0,21,7,110.46
14642.0,58,2,96.12
14643.0,169,31,693.8100000000001
14644.0,67,26,830.76
14645.0,156,30,597.09
14646.0,1,1678,149097.62
14647.0,200,30,243.22
14649.0,4,191,1414.29
14651.0,66,101,654.12
14652.0,76,27,113.4
14653.0,0,236,1947.16
14655.0,7,49,1932.23
14656.0,168,80,291.05
14657.0,17,126,848.22
14658.0,4,28,246.76
14659.0,8,252,2529.51
14660.0,86,29,285.35
14661.0,26,4,107.95
14662.0,28,162,768.81
14664.0,19,98,637.5
14665.0,60,90,1835.7
14666.0,23,14,195.25
14667.0,10,569,9239.61
14669.0,241,170,1269.99
14670.0,279,125,409.35
14672.0,234,61,765.55
14673.0,2,74,1736.4
14675.0,15,95,602.29
14676.0,30,42,2548.2400000000002
14680.0,24,226,18445.43
14681.0,70,6,158.95
14682.0,187,2,52.0
14684.0,25,406,1230.25
14687.0,106,15,628.38
14688.0,7,323,5629.66
14689.0,208,13,112.8
14690.0,43,50,371.7
14691.0,30,71,2114.33
14692.0,136,68,591.55
14693.0,264,8,172.9
14696.0,3,130,2078.95
14697.0,217,22,188.60999999999999
14698.0,1,210,1250.76
14699.0,213,8,109.13000000000001
14700.0,31,115,2235.3
14701.0,10,328,2223.4900000000002
14702.0,0,347,3292.14
14703.0,14,22,318.17
14704.0,10,391,1537.82
14705.0,198,1,179.0
14708.0,2,28,1126.37
14709.0,14,196,4921.04
14710.0,13,137,605.29
14711.0,9,354,2867.57
14712.0,28,25,917.07
14713.0,8,339,2666.36
14714.0,23,10,160.19
14715.0,24,71,867.38
14716.0,42,53,329.07
14719.0,1,237,1602.13
14720.0,5,37,663.81
14722.0,146,29,187.92000000000002
14723.0,9,252,1148.1100000000001
14725.0,24,52,718.08
14727.0,273,10,268.58
14729.0,373,71,313.49
14730.0,0,475,1995.05
14731.0,46,45,380.02
14732.0,7,147,2702.4900000000002
14733.0,15,201,9381.91
14735.0,3,194,6065.69
14737.0,3,17,1164.55
14738.0,42,54,1314.45
14739.0,3,60,3902.28
14740.0,196,89,1448.21
14741.0,11,59,1400.34
14744.0,15,26,1099.98
14745.0,112,69,1220.26
14747.0,248,18,328.2
14748.0,28,89,1415.75
14752.0,43,4,180.84
14753.0,86,30,563.15
14754.0,44,41,638.05
14755.0,9,235,5010.28
14756.0,14,38,738.96
14757.0,74,19,420.5
14758.0,144,71,1484.06
14759.0,4,102,1625.97
14760.0,296,5,89.2
14761.0,58,11,255.9
14762.0,263,21,300.52
14764.0,46,6,278.3
14765.0,28,39,254.11
14766.0,7,135,2473.37
14768.0,16,5,192.60000000000002
14769.0,2,1090,10674.75
14770.0,231,52,876.42
14772.0,111,9,139.26
14775.0,57,60,1011.9
14776.0,50,117,2538.3
14778.0,126,35,730.86
14779.0,280,41,386.15
14780.0,54,27,447.68
14782.0,319,6,200.10000000000002
14784.0,25,15,289.99
14785.0,9,3,77.4
14788.0,6,30,679.4399999999999
14789.0,28,6,197.64
14790.0,16,46,745.06
14792.0,63,2,6.2
14793.0,20,14,228.99
14794.0,2,80,1319.91
14795.0,165,6,131.45000000000002
14796.0,0,1123,8015.9400000000005
14798.0,52,12,173.74
14799.0,50,12,157.31
14800.0,47,383,4338.94
14801.0,60,58,192.72
14803.0,161,44,845.55
14804.0,8,12,353.27
14805.0,14,47,554.65
14806.0,74,11,193.39000000000001
14808.0,39,234,2740.79
14810.0,40,251,2086.32
14813.0,369,30,155.43
14815.0,36,53,778.5
14816.0,196,4,271.85
14817.0,199,63,1110.34
14818.0,73,48,657.8
14819.0,63,13,272.07
14820.0,20,29,507.29
14821.0,366,2,48.800000000000004
14823.0,179,70,321.43
14824.0,9,29,1127.71
14825.0,3,121,2226.91
14828.0,196,14,1262.66
14829.0,28,42,697.55
14830.0,52,38,196.36
14834.0,17,67,1720.3
14836.0,9,6,102.44999999999999
14837.0,89,108,1649.5
14840.0,267,4,62.85
14841.0,52,138,3295.76
14842.0,43,144,2529.69
14844.0,63,129,2831.81
14847.0,148,13,309.4
14849.0,21,388,7930.54
14850.0,311,21,325.75
14851.0,22,28,511.35
14852.0,57,143,2836.69
14853.0,23,9,475.8
14854.0,77,127,2759.83
14855.0,118,20,645.65
14856.0,35,66,1311.3799999999999
14857.0,59,60,1173.12
14859.0,12,58,1353.74
14860.0,18,11,170.32
14861.0,51,6,125.79
14862.0,25,48,841.1999999999999
14863.0,28,11,266.76
14865.0,6,4,52.2
14866.0,10,68,5270.85
14867.0,185,36,710.28
14868.0,2,144,2953.59
14869.0,8,71,725.7
14870.0,261,13,327.25
14871.0,2,98,522.38
14873.0,209,28,519.68
14875.0,107,46,1227.72
14878.0,12,123,1485.1200000000001
14880.0,76,47,706.19
14881.0,19,17,255.4
14882.0,26,11,589.7
14883.0,18,53,761.59
14885.0,131,15,765.3199999999999
14886.0,252,18,364.8
14887.0,78,1,72.0
14888.0,206,20,369.2
14889.0,335,10,135.9
14890.0,253,7,125.65
14891.0,147,33,554.38
14893.0,9,73,1237.8500000000001
14894.0,84,23,655.75
14895.0,7,498,11138.710000000001
14896.0,204,43,468.77000000000004
14897.0,7,55,1366.38
14898.0,22,114,1302.74
14901.0,10,96,1421.29
14902.0,25,20,332.66
14903.0,20,354,2810.21
14904.0,1,69,1025.44
14905.0,157,17,616.15
14907.0,2,165,3501.1
14908.0,73,9,277.8
14910.0,2,30,434.35
14911.0,0,5641,130068.04
14912.0,16,27,867.85
14913.0,35,87,1227.43
14915.0,90,12,307.48
14916.0,70,77,1268.98
14918.0,115,45,1610.15
14920.0,212,57,977.77
14921.0,29,78,1316.07
14923.0,50,44,749.1
14924.0,245,10,310.05
14929.0,31,11,223.88
14930.0,108,128,2372.86
14931.0,4,40,964.6800000000001
14932.0,365,17,363.53
14934.0,81,87,1890.94
14935.0,296,8,1112.16
14936.0,33,363,7874.22
14937.0,56,33,1409.48
14944.0,29,170,5900.25
14946.0,13,3,100.9
14947.0,71,14,290.82
14948.0,22,63,1101.97
14950.0,18,19,371.2
14951.0,78,20,311.69
14952.0,59,135,7246.89
14953.0,24,53,289.04
14954.0,11,78,333.26
14957.0,252,12,58.49
14958.0,146,42,499.68
14959.0,63,59,695.42
14960.0,7,26,220.88
14961.0,10,312,7044.68
14962.0,270,5,126.7
14963.0,9,194,1487.18
14964.0,246,13,206.21
14965.0,95,83,599.0
14966.0,14,38,191.32
14967.0,49,5,259.8
14968.0,29,36,147.3
14970.0,67,34,1592.06
14971.0,34,157,1115.52
14972.0,127,18,114.77
14973.0,106,30,729.45
14974.0,36,21,114.39
14975.0,56,11,279.94
14976.0,56,71,790.44
14978.0,71,216,1931.42
14981.0,245,8,102.12
14984.0,18,40,212.88
14985.0,197,83,295.07
14987.0,15,4,326.4
14988.0,211,40,334.54
14995.0,38,57,231.71
14997.0,45,26,546.1999999999999
14998.0,169,74,429.45
15000.0,47,77,490.52
15002.0,115,115,1641.76
15004.0,146,157,1245.93
15005.0,15,1115,6314.95
15006.0,50,126,496.27
15007.0,158,12,156.91
15009.0,11,182,1261.78
15010.0,35,20,308.94
15012.0,53,125,421.81
15014.0,42,35,260.17
15016.0,172,20,170.04
15017.0,33,20,125.58
15018.0,38,31,496.21000000000004
15019.0,266,67,264.74
15021.0,8,439,1901.64
15022.0,11,134,904.62
15023.0,2,560,6552.34
15024.0,9,154,1660.91
15025.0,32,72,377.01
15026.0,79,61,469.0
15027.0,30,35,1066.1499999999999
15028.0,7,45,625.9
15030.0,71,7,518.28
15031.0,3,110,667.75
15032.0,255,48,3639.1
15033.0,4,502,2583.46
15034.0,15,393,4308.25
15035.0,89,27,252.73000000000002
15036.0,71,118,462.53
15038.0,58,130,705.49
15039.0,9,1494,18733.68
15041.0,169,64,179.09
15042.0,198,5,135.93
15043.0,30,3,537.0
15044.0,18,453,7700.2300000000005
15045.0,151,12,735.66
15046.0,8,205,4981.7699999999995
15047.0,269,22,343.62
15048.0,64,96,383.66
15049.0,273,3,121.17000000000002
15050.0,24,76,1781.31
15051.0,22,143,1391.61
15052.0,318,30,215.78
15053.0,4,70,697.37
15054.0,11,98,296.09000000000003
15057.0,274,24,1220.4
15058.0,24,275,2124.57
15059.0,40,234,1336.49
15060.0,7,115,300.99
15061.0,3,337,24402.04
15062.0,70,57,987.86
15063.0,212,4,115.6
15065.0,37,154,2908.13
15066.0,52,42,893.59
15067.0,77,82,1744.76
15068.0,45,104,553.36
15069.0,178,70,1109.53
15070.0,372,1,106.2
15071.0,93,26,982.07
15073.0,9,54,1043.41
15074.0,104,42,748.87
15075.0,77,27,773.03
15076.0,172,49,880.85
15078.0,6,440,9743.11
15079.0,212,47,895.61
15081.0,21,33,504.8
15083.0,256,5,88.2
15087.0,281,15,306.94
15088.0,20,57,1160.07
15089.0,9,145,2420.84
15090.0,307,23,381.32
15091.0,67,30,480.71
15092.0,214,26,457.81
15093.0,17,107,4394.22
15095.0,103,47,1370.6
15096.0,42,11,219.39000000000001
15097.0,3,25,248.08
15099.0,83,23,410.48
15100.0,333,1,175.2
15101.0,8,8,317.53
15103.0,30,35,703.36
15104.0,196,69,1027.44
15105.0,17,101,2298.93
15106.0,17,100,1422.52
15107.0,310,16,319.5
15108.0,141,60,1300.25
15109.0,245,28,484.95
15110.0,23,35,996.1
15111.0,28,84,1567.48
15113.0,9,98,3364.14
15114.0,29,197,2760.56
