CustomerID,Recency,Frequency,Monetary,Cluster
13524.0,40,27,680.1800000000001,0
13525.0,14,4,164.78,0
13527.0,33,223,2287.51,0
13529.0,78,15,307.76,0
13531.0,204,22,483.8,1
13532.0,33,66,210.31,0
13533.0,182,76,270.79,1
13534.0,1,296,5870.08,0
13536.0,0,178,3447.87,0
13538.0,42,25,1280.85,0
13539.0,85,37,631.34,0
13544.0,39,80,288.6,0
13546.0,11,96,626.3100000000001,0
13548.0,95,123,681.99,0
13549.0,25,51,918.2,0
13551.0,318,4,91.80000000000001,1
13552.0,65,109,3740.07,0
13555.0,73,136,4149.28,0
13557.0,27,34,584.06,0
13558.0,5,172,603.84,0
13560.0,6,33,174.37,0
13561.0,215,14,141.85999999999999,1
13562.0,81,82,1799.33,0
13563.0,83,47,776.75,0
13564.0,353,82,1198.38,1
13565.0,18,38,240.22,0
13566.0,40,172,873.1,0
13568.0,172,44,192.85,1
13569.0,16,83,372.91,0
13570.0,242,27,239.49,1
13571.0,12,337,2090.64,0
13572.0,205,33,1384.25,1
13573.0,49,24,293.59,0
13575.0,22,46,732.0699999999999,0
13576.0,9,113,3584.98,0
13577.0,24,83,1687.6000000000001,0
13579.0,14,23,467.04,0
13581.0,308,10,118.0,1
13583.0,155,53,781.03,1
13584.0,306,24,142.4,1
13587.0,63,7,413.0,0
13588.0,15,173,2478.56,0
13589.0,14,21,379.65,0
13590.0,10,87,1981.92,0
13591.0,64,58,1117.13,0
13592.0,35,16,247.95999999999998,0
13593.0,107,128,2037.0800000000002,0
13594.0,52,26,396.97,0
13596.0,5,162,695.42,0
13598.0,46,40,180.17000000000002,0
13599.0,0,247,5153.67,0
13600.0,311,19,219.52,1
13601.0,44,99,693.32,0
13602.0,64,23,428.89,0
13603.0,25,27,164.34,0
13606.0,28,43,280.53999999999996,0
13607.0,39,97,677.82,0
13610.0,11,223,1130.65,0
13611.0,88,74,1171.8,0
13614.0,23,197,1609.18,0
13615.0,318,23,417.69,1
13617.0,39,44,544.18,0
13618.0,173,13,177.34,1
13621.0,116,19,213.85,0
13623.0,30,79,746.9399999999999,0
13626.0,252,19,257.23,1
13627.0,58,91,1434.95,0
13629.0,22,53,5715.36,0
13630.0,4,71,2031.78,0
13631.0,99,6,492.5,0
13632.0,24,144,2120.43,0
13634.0,32,186,1574.35,0
13635.0,67,62,1071.03,0
13636.0,36,63,949.12,0
13637.0,51,101,810.5,0
13638.0,15,8,122.64,0
13639.0,73,39,795.74,0
13642.0,215,64,353.96,1
13643.0,30,28,519.44,0
13644.0,15,146,2624.26,0
13645.0,119,5,252.1,0
13647.0,9,78,1470.6200000000001,0
13649.0,256,23,346.6,1
13650.0,16,96,1836.34,0
13651.0,34,6,94.2,0
13652.0,45,63,1095.08,0
13654.0,42,166,2707.33,0
13655.0,113,56,932.97,0
13656.0,164,49,379.65,1
13657.0,10,16,382.14,0
13658.0,9,108,2639.17,0
13659.0,205,104,1573.2,1
13662.0,85,53,897.76,0
13663.0,178,13,189.47,1
13666.0,59,12,84.65,0
13667.0,148,70,299.49,1
13668.0,2,469,6160.07,0
13669.0,50,9,218.55,0
13670.0,74,25,349.7,0
13672.0,300,6,186.39000000000001,1
13673.0,18,65,396.92,0
13675.0,150,25,486.82000000000005,1
13678.0,151,16,232.6,1
13680.0,0,193,3172.34,0
13681.0,17,57,827.83,0
13682.0,186,3,59.5,1
13684.0,285,30,67.23,1
13685.0,2,22,1133.98,0
13686.0,182,8,72.0,1
13689.0,62,6,910.0,0
13690.0,58,9,172.25,0
13692.0,24,53,1488.32,0
13694.0,3,503,44035.83,3
13695.0,30,90,2504.13,0
13697.0,38,12,151.29999999999998,0
13699.0,154,14,308.58000000000004,1
13700.0,25,196,2264.83,0
13703.0,317,1,99.5,1
13704.0,4,134,2308.06,0
13705.0,7,28,711.86,0
13706.0,302,20,330.79,1
13707.0,266,48,806.41,1
13708.0,270,51,296.88,1
13709.0,3,336,6328.05,0
13710.0,31,8,180.48,0
13711.0,218,13,252.06,1
13712.0,246,10,228.84,1
13715.0,280,105,1079.34,1
13716.0,268,21,138.28,1
13717.0,31,102,1445.01,0
13718.0,245,12,306.55,1
13719.0,14,60,1041.68,0
13720.0,116,43,799.9,0
13721.0,35,28,524.14,0
13722.0,131,85,2375.41,0
13723.0,216,6,199.85000000000002,1
13725.0,49,104,1980.56,0
13726.0,38,42,1079.6599999999999,0
13727.0,28,20,333.48,0
13728.0,36,63,1016.14,0
13730.0,135,43,752.6,0
13731.0,218,38,610.59,1
13732.0,27,33,491.86,0
13735.0,24,196,2885.2400000000002,0
13736.0,4,186,730.03,0
13737.0,199,30,339.59999999999997,1
13739.0,17,3,216.9,0
13740.0,240,23,350.75,1
13741.0,71,34,668.4300000000001,0
13742.0,16,319,3130.18,0
13743.0,2,41,1341.6,0
13744.0,94,72,1156.36,0
13745.0,161,25,300.04,1
13747.0,373,1,79.6,1
13748.0,95,27,744.25,0
13750.0,53,21,752.3000000000001,0
13751.0,287,9,296.25,1
13752.0,123,76,1186.28,0
13753.0,287,35,741.26,1
13754.0,151,12,282.59999999999997,1
13755.0,3,329,2156.6,0
13756.0,1,140,4619.52,0
13758.0,11,116,3190.13,0
13759.0,32,25,659.4100000000001,0
13760.0,53,56,286.37,0
13761.0,49,70,1070.65,0
13762.0,218,7,306.72,1
13763.0,62,15,1714.96,0
13764.0,70,208,1521.76,0
13767.0,1,363,15389.960000000001,0
13769.0,1,135,2796.51,0
13771.0,63,119,2634.45,0
13772.0,33,174,1130.9,0
13774.0,81,22,345.0,0
13777.0,0,164,11232.01,0
13778.0,102,9,178.7,0
13780.0,6,57,360.01,0
13781.0,250,17,127.84,1
13782.0,12,115,912.0,0
13784.0,9,31,2462.79,0
13786.0,366,7,230.39999999999998,1
13787.0,75,31,309.04,0
13790.0,3,45,348.8,0
13791.0,127,10,1226.0,0
13792.0,65,13,195.55,0
13798.0,0,320,30242.23,0
13799.0,116,39,688.86,0
13800.0,309,33,558.32,1
13801.0,66,23,324.8,0
13802.0,138,57,3782.42,0
13803.0,254,17,277.07,1
13804.0,30,137,2635.79,0
13805.0,51,13,924.6,0
13806.0,63,10,256.38,0
13807.0,366,7,112.6,1
13808.0,5,76,1747.66,0
13809.0,304,12,155.05,1
13810.0,28,34,899.51,0
13811.0,183,12,591.75,1
13812.0,41,36,539.0,0
13813.0,39,69,1366.8600000000001,0
13814.0,91,57,1579.12,0
13815.0,21,176,4027.36,0
13816.0,23,28,571.6700000000001,0
13817.0,28,24,382.98,0
13819.0,301,36,1140.35,1
13821.0,144,59,385.64,1
13822.0,5,96,632.0,0
13823.0,18,40,957.66,0
13824.0,32,45,1491.44,0
13826.0,175,10,189.5,1
13827.0,57,86,409.32,0
13828.0,21,15,209.49,0
13831.0,15,73,1876.59,0
13832.0,18,3,52.199999999999996,0
13833.0,158,29,384.8,1
13835.0,24,55,834.57,0
13837.0,211,19,271.24,1
13838.0,5,170,690.05,0
13841.0,252,1,85.0,1
13842.0,58,206,3385.62,0
13844.0,10,20,361.62,0
13845.0,64,9,312.98,0
13846.0,24,55,865.0600000000001,0
13848.0,297,2,135.0,1
13849.0,51,101,1537.95,0
13850.0,128,93,1595.48,0
13851.0,95,80,1763.46,0
13853.0,56,23,1090.14,0
13854.0,8,104,6690.32,0
13856.0,168,14,388.5,1
13858.0,56,11,216.17,0
13859.0,325,28,201.16,1
13860.0,0,76,1245.9,0
13862.0,17,139,2209.36,0
13863.0,247,20,305.78,1
13865.0,57,30,501.56,0
13866.0,73,7,145.67000000000002,0
13867.0,30,61,1015.29,0
13868.0,38,32,507.54,0
13869.0,122,306,3104.53,0
13870.0,1,112,2155.44,0
13871.0,22,336,6403.25,0
13873.0,119,23,389.6,0
13874.0,357,18,540.45,1
13875.0,53,104,1786.79,0
13876.0,63,7,122.7,0
13877.0,85,3,117.24,0
13878.0,54,36,1281.53,0
13880.0,20,165,3219.77,0
13881.0,3,156,10823.02,0
13882.0,2,65,1191.13,0
13883.0,10,142,2674.48,0
13884.0,6,59,787.6,0
13885.0,188,28,506.8,1
13886.0,70,16,243.56,0
13887.0,203,19,349.55,1
13888.0,119,40,605.63,0
13889.0,92,15,416.90000000000003,0
13890.0,0,110,1883.8100000000002,0
13892.0,26,27,632.97,0
13893.0,297,20,515.1,1
13894.0,23,27,564.62,0
13895.0,27,118,2593.07,0
13897.0,49,17,311.16,0
13898.0,325,12,155.93,1
13899.0,15,19,388.52,0
13900.0,182,43,740.95,1
13901.0,71,149,2867.2,0
13904.0,36,26,332.64,0
13908.0,79,122,2369.55,0
13911.0,56,148,2580.91,0
13914.0,11,33,626.45,0
13917.0,49,18,272.04,0
13918.0,49,29,958.44,0
13919.0,58,28,384.81,0
13922.0,351,7,172.25,1
13923.0,53,20,351.13,0
13924.0,1,117,1838.8500000000001,0
13925.0,92,41,678.25,0
13926.0,22,11,223.85000000000002,0
13927.0,74,21,348.99,0
13928.0,10,27,464.57,0
13929.0,168,8,444.65,1
13930.0,57,17,337.34,0
13931.0,95,57,982.53,0
13932.0,294,16,307.4,1
13933.0,108,23,608.7900000000001,0
13934.0,263,31,922.1,1
13936.0,179,26,376.58,1
13937.0,168,9,158.85,1
13938.0,34,7,71.66,0
13939.0,22,45,568.55,0
13940.0,16,49,839.14,0
13941.0,21,37,2957.52,0
13946.0,78,11,561.5699999999999,0
13947.0,64,5,90.6,0
13948.0,360,3,102.0,1
13949.0,2,160,2427.32,0
13950.0,10,35,745.06,0
13951.0,175,39,674.45,1
13952.0,217,136,3251.07,1
13953.0,6,13,265.68,0
13954.0,1,25,439.92,0
13955.0,153,33,322.96,1
13956.0,4,152,1026.42,0
13959.0,78,90,597.42,0
13960.0,20,12,230.22,0
13962.0,21,11,169.55,0
13963.0,307,35,664.54,1
13967.0,145,2,80.7,1
13969.0,6,622,8638.33,0
13971.0,18,149,2758.26,0
13972.0,70,15,190.25,0
13973.0,286,11,264.7,1
13974.0,48,28,413.59000000000003,0
13975.0,30,338,2526.28,0
13976.0,206,10,357.98,1
13978.0,14,15,196.79000000000002,0
13979.0,72,54,869.87,0
13980.0,59,11,200.14,0
13982.0,38,111,1871.81,0
13983.0,29,104,1733.43,0
13984.0,26,15,488.03,0
13985.0,3,349,7060.13,0
13986.0,16,13,320.46,0
13988.0,19,234,4147.96,0
13989.0,65,41,1266.08,0
13990.0,212,16,311.3,1
13991.0,11,82,855.59,0
13992.0,29,5,76.8,0
13993.0,42,120,3262.36,0
13994.0,3,155,2313.14,0
13995.0,14,86,1393.69,0
13999.0,9,208,3901.81,0
14000.0,210,15,635.66,1
14001.0,45,39,2043.0800000000002,0
14002.0,133,47,529.73,0
14004.0,42,171,4582.64,0
14005.0,9,84,2874.72,0
14006.0,115,30,962.19,0
14009.0,197,42,695.61,1
14012.0,277,11,328.8,1
14013.0,109,34,473.02,0
14014.0,76,39,505.18,0
14015.0,52,20,917.34,0
14016.0,161,160,4133.71,1
14019.0,46,66,1421.61,0
14020.0,16,39,642.8,0
14021.0,154,22,631.9,1
14022.0,224,28,440.0,1
14023.0,6,31,584.07,0
14024.0,121,16,327.7,0
14027.0,60,6,104.82,0
14029.0,62,15,467.66,0
14030.0,17,242,2070.09,0
14031.0,6,240,12308.300000000001,0
14032.0,1,143,2975.59,0
14034.0,21,83,649.55,0
14035.0,28,66,1428.02,0
14036.0,284,38,626.65,1
14037.0,175,28,147.20000000000002,1
14038.0,77,92,1560.38,0
14039.0,32,6,152.2,0
14040.0,40,235,3614.92,0
14041.0,265,21,141.41,1
14044.0,26,208,652.43,0
14045.0,337,1,132.0,1
14046.0,283,14,154.99,1
14047.0,8,32,1308.6100000000001,0
14048.0,304,85,409.93,1
14049.0,16,485,5680.49,0
14050.0,31,54,746.36,0
14051.0,0,199,12917.59,0
14052.0,19,55,224.94,0
14053.0,123,4,260.25,0
14054.0,64,6,92.46,0
14055.0,105,9,310.64,0
14056.0,0,1099,8211.77,0
14057.0,23,283,5831.32,0
14059.0,266,8,183.6,1
14060.0,4,201,5888.42,0
14062.0,9,101,7188.85,0
14064.0,28,79,1042.7,0
14066.0,266,7,152.55,1
14067.0,63,52,374.7,0
14068.0,319,24,265.85,1
14071.0,3,304,1431.67,0
14073.0,31,13,151.04,0
14075.0,4,43,942.26,0
14076.0,128,43,121.42,0
14077.0,40,42,499.41999999999996,0
14078.0,101,65,1049.37,0
14079.0,124,12,375.1,0
14080.0,32,4,45.599999999999994,0
14081.0,301,153,934.52,1
14082.0,364,29,182.25,1
14083.0,3,181,1018.43,0
14085.0,1,449,4448.15,0
14087.0,2,65,192.87,0
14088.0,9,553,40514.79,3
14089.0,56,14,161.0,0
14090.0,324,1,76.32000000000001,1
14092.0,7,214,4076.91,0
14093.0,11,102,441.62,0
14096.0,3,5081,52249.84,2
14098.0,36,19,146.75,0
14099.0,15,250,3104.17,0
14100.0,137,26,194.9,0
14101.0,73,22,1846.03,0
14102.0,4,79,1360.28,0
14104.0,154,20,216.10999999999999,1
14105.0,238,74,1266.23,1
14107.0,51,123,2703.23,0
14108.0,30,34,597.91,0
14109.0,72,9,144.2,0
14110.0,36,152,4706.83,0
14111.0,13,10,692.85,0
14112.0,22,160,2915.15,0
14113.0,3,31,922.4200000000001,0
14114.0,273,15,386.53,1
14116.0,19,72,1382.74,0
14117.0,143,3,90.0,1
14121.0,3,159,2780.15,0
14124.0,83,5,419.58000000000004,0
14125.0,10,167,2740.43,0
14126.0,7,14,400.85,0
14127.0,122,44,709.71,0
14128.0,60,46,637.5,0
14129.0,1,52,1123.8600000000001,0
14130.0,318,67,483.86,1
14132.0,1,200,3586.0299999999997,0
14133.0,129,28,605.64,0
14135.0,1,133,4452.71,0
14138.0,1,47,982.3800000000001,0
14139.0,45,26,415.82,0
14140.0,3,66,935.05,0
14141.0,2,40,915.13,0
14142.0,372,22,311.81,1
14143.0,133,7,115.8,0
14146.0,8,210,4191.0,0
14147.0,77,4,279.4,0
14148.0,233,3,157.2,1
14149.0,220,28,446.62,1
14150.0,35,26,658.64,0
14152.0,74,49,621.29,0
14154.0,238,52,1345.62,1
14155.0,265,6,118.75,1
14156.0,9,1246,52851.02,3
14157.0,19,48,432.88,0
14158.0,39,41,507.66,0
14159.0,19,1178,4683.7699999999995,0
14161.0,215,108,1110.52,1
14162.0,173,25,289.36,1
14163.0,86,51,2148.91,0
14164.0,80,28,1273.77,0
14165.0,275,23,121.75999999999999,1
14167.0,38,52,574.84,0
14171.0,97,58,363.79,0
14173.0,10,29,450.84,0
14174.0,32,26,134.46,0
14175.0,59,149,3222.3,0
14176.0,296,31,576.9000000000001,1
14177.0,85,42,559.41,0
14178.0,8,304,1612.81,0
14179.0,40,165,719.78,0
14180.0,10,240,4748.52,0
14184.0,66,24,452.89,0
14185.0,330,3,197.65,1
14188.0,30,65,2054.36,0
14189.0,1,265,4654.08,0
14191.0,1,259,4684.76,0
14193.0,67,42,853.39,0
14194.0,4,579,11349.52,0
14195.0,201,5,375.20000000000005,1
14196.0,106,6,335.52,0
14198.0,17,39,701.4,0
14199.0,217,2,185.39999999999998,1
14201.0,59,37,747.44,0
14204.0,1,41,159.87,0
14205.0,16,24,466.7,0
14206.0,238,20,328.15999999999997,1
14208.0,94,10,151.74,0
14209.0,10,87,2073.43,0
14210.0,105,102,1905.8400000000001,0
14211.0,52,112,2241.1,0
14212.0,89,8,832.88,0
14214.0,30,67,1004.38,0
14215.0,11,108,1789.72,0
14216.0,2,59,1839.3,0
14217.0,1,100,2004.98,0
14218.0,42,12,169.48000000000002,0
14219.0,3,7,89.94,0
14220.0,246,21,632.4,1
14221.0,41,193,3432.8,0
14222.0,176,41,683.17,1
14223.0,91,60,991.13,0
14224.0,109,118,1050.12,0
14226.0,28,66,2000.19,0
14227.0,25,175,3350.96,0
14229.0,51,40,1547.2,0
14231.0,183,50,925.71,1
14232.0,42,115,2048.07,0
14233.0,48,34,1230.72,0
14234.0,21,151,772.91,0
14235.0,74,79,3144.86,0
14236.0,80,15,490.86,0
14237.0,372,9,161.0,1
14238.0,325,8,146.85,1
14239.0,42,112,2380.85,0
14240.0,29,42,890.34,0
14241.0,183,10,213.70000000000002,1
14242.0,234,16,280.55,1
14243.0,8,141,2588.77,0
14245.0,219,108,1693.45,1
14246.0,110,75,1474.06,0
14247.0,277,20,136.76999999999998,1
14248.0,317,7,98.58,1
14250.0,6,111,1904.05,0
14251.0,1,78,2879.7000000000003,0
14256.0,259,53,969.0600000000001,1
14257.0,63,105,2850.12,0
14258.0,8,101,9690.0,0
14259.0,141,5,120.0,1
14261.0,50,52,1163.45,0
14262.0,7,143,2618.23,0
14264.0,154,17,333.97,1
14265.0,108,31,530.18,0
14267.0,162,55,1516.24,1
14270.0,331,29,492.65000000000003,1
14271.0,225,10,112.32,1
14272.0,73,33,437.96,0
14273.0,50,29,559.97,0
14276.0,98,64,1119.74,0
14277.0,14,225,4216.2,0
14280.0,196,8,134.04,1
14282.0,2,156,3729.34,0
14284.0,30,32,595.25,0
14285.0,20,27,1910.01,0
14286.0,23,280,4628.75,0
14287.0,7,9,176.63,0
14288.0,212,16,426.6,1
14289.0,8,47,911.26,0
14290.0,10,101,2314.65,0
14291.0,1,237,3883.25,0
14292.0,7,92,2733.53,0
14293.0,2,61,1046.56,0
14295.0,39,5,166.20000000000002,0
14297.0,17,62,1305.33,0
14298.0,7,1632,49817.76,3
14299.0,7,141,3376.42,0
14300.0,18,3,43.2,0
14301.0,116,13,640.14,0
14304.0,222,17,383.45,1
14305.0,70,105,1858.96,0
14306.0,50,32,1841.32,0
14307.0,88,180,2995.72,0
14309.0,7,117,2352.53,0
14311.0,242,20,310.26,1
14312.0,46,87,1611.59,0
14314.0,106,8,120.0,0
14315.0,44,101,2481.13,0
14317.0,64,24,508.58000000000004,0
14320.0,206,31,477.79,1
14321.0,10,123,1530.75,0
14323.0,114,36,605.0600000000001,0
14326.0,241,8,183.85,1
14327.0,162,12,311.65,1
14329.0,16,259,5014.84,0
14331.0,123,28,462.65999999999997,0
14332.0,22,26,866.31,0
14333.0,67,15,415.2,0
14334.0,16,162,2552.21,0
14335.0,15,61,467.45,0
14336.0,16,90,1614.91,0
14338.0,160,31,588.22,1
14339.0,242,14,309.52,1
14340.0,218,6,134.7,1
14341.0,44,129,2182.28,0
14342.0,20,21,668.5600000000001,0
14344.0,126,69,889.1500000000001,0
14345.0,38,6,108.97999999999999,0
14346.0,120,60,1021.58,0
14348.0,259,18,409.57,1
14349.0,9,31,133.5,0
14350.0,273,18,282.93,1
14351.0,164,1,51.0,1
14352.0,156,47,1078.96,1
14353.0,214,6,90.6,1
14354.0,5,9,163.62,0
14355.0,365,11,174.4,1
14356.0,79,33,701.23,0
14357.0,42,41,225.77,0
14359.0,18,55,912.18,0
14360.0,31,118,2128.23,0
14362.0,21,41,161.2,0
14364.0,108,68,3509.85,0
14367.0,7,521,8842.51,0
14368.0,319,8,155.0,1
14371.0,294,4,100.5,1
14373.0,357,4,76.55,1
14375.0,184,67,255.32999999999998,1
14377.0,190,11,617.05,1
14379.0,43,46,348.1,0
14381.0,51,56,202.68,0
14382.0,25,125,623.71,0
14383.0,37,59,1247.69,0
14385.0,8,14,202.11,0
14386.0,296,7,142.4,1
14387.0,32,140,1770.56,0
14388.0,9,186,3212.84,0
14389.0,64,45,1043.46,0
14390.0,9,284,4652.01,0
14393.0,217,5,67.95,1
14395.0,1,348,3506.9300000000003,0
14396.0,64,73,487.99,0
14397.0,2,87,2612.96,0
14400.0,148,25,574.7,1
14401.0,3,182,4051.48,0
14403.0,140,18,1027.01,1
14404.0,33,101,1473.8899999999999,0
14406.0,118,8,156.75,0
14407.0,106,71,1742.73,0
14408.0,10,107,2606.53,0
14409.0,70,53,1703.0500000000002,0
14410.0,91,193,1105.07,0
14411.0,310,14,1063.0,1
14412.0,42,43,770.03,0
14413.0,361,23,122.7,1
14414.0,91,97,1496.98,0
14415.0,0,589,5899.86,0
14416.0,21,13,275.42,0
14418.0,3,124,1937.25,0
14419.0,10,203,1056.8,0
14420.0,98,29,387.52,0
14421.0,56,27,813.11,0
14422.0,0,222,4263.64,0
14423.0,217,3,265.2,1
14426.0,23,223,4229.67,0
14427.0,49,17,363.34000000000003,0
14428.0,6,144,1244.83,0
14431.0,302,17,470.36,1
14432.0,9,372,2251.9,0
14434.0,21,12,1372.8,0
14436.0,98,9,89.06,0
14437.0,365,5,63.0,1
14438.0,305,9,131.9,1
14439.0,319,32,2661.24,1
14440.0,7,55,2357.6800000000003,0
14441.0,0,51,1712.89,0
14442.0,204,63,1589.82,1
14443.0,53,93,1420.2,0
14446.0,0,279,1034.24,0
14447.0,18,70,1163.23,0
14448.0,8,19,137.75,0
14449.0,18,251,904.59,0
14450.0,180,39,482.87,1
14451.0,59,106,661.72,0
14452.0,10,62,264.44,0
14453.0,189,21,119.51,1
14456.0,4,904,3037.06,0
14457.0,310,4,113.64,1
14459.0,154,37,1837.92,1
14460.0,109,16,434.34,0
14461.0,147,177,2101.83,0
14462.0,65,239,2003.78,0
14463.0,97,6,529.62,0
14465.0,246,126,1056.94,1
14466.0,28,72,2272.4,0
14467.0,17,90,598.76,0
14470.0,11,43,461.19,0
14472.0,103,279,1936.0,0
14473.0,73,7,234.34000000000003,0
14474.0,45,29,547.66,0
14475.0,71,42,925.85,0
14476.0,256,19,215.7,1
14477.0,19,10,1309.6,0
14479.0,253,18,316.25,1
14480.0,10,13,279.05,0
14481.0,164,30,636.51,1
14482.0,17,136,2065.15,0
14483.0,281,9,137.1,1
14484.0,49,14,321.92,0
14485.0,38,47,165.75,0
14487.0,26,140,1194.6499999999999,0
14488.0,67,46,1064.28,0
14489.0,206,30,463.38,1
14491.0,174,17,340.93,1
14493.0,6,120,2383.2400000000002,0
14494.0,25,7,139.56,0
14495.0,50,6,123.8,0
14496.0,311,19,538.8100000000001,1
14497.0,308,29,475.37,1
14498.0,42,192,1956.9,0
14499.0,25,192,814.48,0
14500.0,87,7,356.85,0
14501.0,183,10,251.21,1
14502.0,19,595,2459.66,0
14503.0,2,164,3543.26,0
14504.0,46,105,672.42,0
14505.0,16,793,5903.12,0
14506.0,16,310,2010.03,0
14507.0,39,95,1145.58,0
14508.0,21,54,275.16,0
14511.0,10,68,1314.81,0
14512.0,187,23,275.28,1
14513.0,100,12,455.59000000000003,0
14514.0,60,73,1055.35,0
14515.0,17,101,2102.09,0
14517.0,32,18,330.45,0
14518.0,63,16,174.37,0
14520.0,1,4,270.6,0
14522.0,23,17,974.54,0
14523.0,107,12,241.09,0
14524.0,31,203,1867.68,0
14525.0,19,287,4086.14,0
14527.0,2,967,8506.87,0
14528.0,36,18,364.21999999999997,0
14529.0,59,210,613.77,0
14530.0,25,216,2925.91,0
14532.0,235,63,932.4300000000001,1
14533.0,24,62,1949.72,0
14534.0,2,513,4444.56,0
14535.0,59,328,2863.41,0
14536.0,259,19,171.8,1
14537.0,57,10,355.56,0
14538.0,64,19,388.25,0
14539.0,15,32,537.48,0
14540.0,9,75,995.87,0
14541.0,58,110,1461.44,0
14542.0,185,5,103.25,1
14543.0,28,68,2659.93,0
14544.0,23,114,2024.45,0
14546.0,4,399,2578.09,0
14547.0,3,366,4007.54,0
14548.0,150,2,163.2,1
14549.0,310,56,289.24,1
14550.0,10,48,765.62,0
14551.0,17,10,186.23,0
14552.0,151,58,165.07,1
14553.0,18,108,857.17,0
14554.0,9,211,2379.03,0
14555.0,56,21,324.14,0
14557.0,84,16,788.38,0
14560.0,6,74,2237.77,0
14561.0,75,69,1080.76,0
14562.0,3,421,5073.96,0
14565.0,95,127,3099.12,0
14567.0,56,33,1530.3600000000001,0
14569.0,0,12,227.39,0
14570.0,280,29,218.06,1
14572.0,2,270,2832.84,0
14573.0,179,233,1652.64,1
14576.0,371,1,35.400000000000006,1
14577.0,12,123,859.71,0
14578.0,2,24,168.63,0
14581.0,16,16,138.18,0
14582.0,40,6,114.11,0
14583.0,5,316,1047.4,0
14584.0,168,100,1042.26,1
14585.0,49,29,157.05,0
14586.0,276,19,237.36,1
14587.0,18,381,1600.43,0
14589.0,371,3,39.75,1
14591.0,14,195,1446.33,0
14592.0,34,153,565.96,0
14593.0,21,144,614.93,0
14594.0,6,53,379.83,0
14595.0,19,102,1740.6,0
14597.0,10,49,881.63,0
14598.0,43,50,221.97,0
14600.0,305,25,393.33000000000004,1
14601.0,10,7,213.96,0
14603.0,274,1,150.0,1
14606.0,0,2582,12110.12,0
14607.0,15,70,7962.3,0
14608.0,3,18,1377.15,0
14609.0,71,4,601.56,0
14616.0,242,2,168.48000000000002,1
14618.0,8,16,553.44,0
14619.0,245,20,394.44,1
14620.0,205,26,412.78000000000003,1
14621.0,0,92,1788.3600000000001,0
14622.0,184,21,320.58000000000004,1
14623.0,31,132,888.53,0
14624.0,56,13,225.85,0
14625.0,195,53,899.63,1
14626.0,23,122,2791.27,0
14628.0,90,24,671.96,0
14629.0,3,151,958.62,0
14631.0,50,41,1006.98,0
14632.0,262,8,114.56,1
14633.0,265,20,344.90000000000003,1
14636.0,35,28,609.85,0
14638.0,50,16,443.6,0
14639.0,51,172,2984.49,0
14640.0,23,106,2125.08,0
14641.0,21,7,110.46,0
14642.0,58,2,96.12,0
14643.0,169,31,693.8100000000001,1
14644.0,67,26,830.76,0
14645.0,156,30,597.09,1
14646.0,1,1678,149097.62,3
14647.0,200,30,243.22,1
14649.0,4,191,1414.29,0
14651.0,66,101,654.12,0
14652.0,76,27,113.4,0
14653.0,0,236,1947.16,0
14655.0,7,49,1932.23,0
14656.0,168,80,291.05,1
14657.0,17,126,848.22,0
14658.0,4,28,246.76,0
14659.0,8,252,2529.51,0
14660.0,86,29,285.35,0
14661.0,26,4,107.95,0
14662.0,28,162,768.81,0
14664.0,19,98,637.5,0
14665.0,60,90,1835.7,0
14666.0,23,14,195.25,0
14667.0,10,569,9239.61,0
14669.0,241,170,1269.99,1
14670.0,279,125,409.35,1
14672.0,234,61,765.55,1
14673.0,2,74,1736.4,0
14675.0,15,95,602.29,0
14676.0,30,42,2548.2400000000002,0
14680.0,24,226,18445.43,0
14681.0,70,6,158.95,0
14682.0,187,2,52.0,1
14684.0,25,406,1230.25,0
14687.0,106,15,628.38,0
14688.0,7,323,5629.66,0
14689.0,208,13,112.8,1
14690.0,43,50,371.7,0
14691.0,30,71,2114.33,0
14692.0,136,68,591.55,0
14693.0,264,8,172.9,1
14696.0,3,130,2078.95,0
14697.0,217,22,188.60999999999999,1
14698.0,1,210,1250.76,0
14699.0,213,8,109.13000000000001,1
14700.0,31,115,2235.3,0
14701.0,10,328,2223.4900000000002,0
14702.0,0,347,3292.14,0
14703.0,14,22,318.17,0
14704.0,10,391,1537.82,0
14705.0,198,1,179.0,1
14708.0,2,28,1126.37,0
14709.0,14,196,4921.04,0
14710.0,13,137,605.29,0
14711.0,9,354,2867.57,0
14712.0,28,25,917.07,0
14713.0,8,339,2666.36,0
14714.0,23,10,160.19,0
14715.0,24,71,867.38,0
14716.0,42,53,329.07,0
14719.0,1,237,1602.13,0
14720.0,5,37,663.81,0
14722.0,146,29,187.92000000000002,1
14723.0,9,252,1148.1100000000001,0
14725.0,24,52,718.08,0
14727.0,273,10,268.58,1
14729.0,373,71,313.49,1
14730.0,0,475,1995.05,0
14731.0,46,45,380.02,0
14732.0,7,147,2702.4900000000002,0
14733.0,15,201,9381.91,0
14735.0,3,194,6065.69,0
14737.0,3,17,1164.55,0
14738.0,42,54,1314.45,0
14739.0,3,60,3902.28,0
14740.0,196,89,1448.21,1
14741.0,11,59,1400.34,0
14744.0,15,26,1099.98,0
14745.0,112,69,1220.26,0
14747.0,248,18,328.2,1
14748.0,28,89,1415.75,0
14752.0,43,4,180.84,0
14753.0,86,30,563.15,0
14754.0,44,41,638.05,0
14755.0,9,235,5010.28,0
